dz,init psi
20.0,-847.520601536409
46.142681857139,-2627.46463112222
106.457354448457,-1317.61352024235
245.611391883393,-542.875924454119
566.658415808224,-89.2231574013243
1307.35695011546,-2715.62997186548
3016.24779114487,-3522.47122193824
6958.88811145481,-3307.24034118794
16055.0880103143,-4177.5449451025
