datetime,rainfall_amount,wind_speed,relative_humidity,air_temperature,shortwave_global
09/04/2014 18:00,0,0,25.41,7.98,432
09/04/2014 19:00,0,4.74,26.02,7.82,257.07
09/04/2014 20:00,0,4.6,28.69,6.17,67.64
09/04/2014 21:00,0,3.32,31.73,4.74,3.44
09/04/2014 22:00,0,3.83,30.76,4.48,0
09/04/2014 23:00,0,4.29,27.79,4.51,0
10/04/2014 00:00,0,3.08,28.66,4.19,0
10/04/2014 01:00,0,2.16,31.95,3.58,0
10/04/2014 02:00,0,2.75,31.44,3.54,0
10/04/2014 03:00,0,2.53,34.38,3.6,0
10/04/2014 04:00,0,2.73,37.06,2.88,0
10/04/2014 05:00,0,2.32,36.23,3.5,0
10/04/2014 06:00,0,2.95,33.76,4.55,0
10/04/2014 07:00,0,3.81,34.38,5.06,1.73
10/04/2014 08:00,0,3.27,38.34,5.32,25.58
10/04/2014 09:00,0,3.36,40.6,5.92,126.53
10/04/2014 10:00,0,2.51,40.9,7.1,422.15
10/04/2014 11:00,0,4.81,42.63,7.62,470.38
10/04/2014 12:00,0,5.81,42.34,8.06,629.02
10/04/2014 13:00,0,5.86,40.35,9.58,839.77
10/04/2014 14:00,0,6.12,40.34,10.56,842.85
10/04/2014 15:00,0,5.62,41.67,10.66,655.75
10/04/2014 16:00,0,6.18,42.17,10.91,685.77
10/04/2014 17:00,0,5.93,45.56,10.29,507.7
10/04/2014 18:00,0,5.62,49.55,9.27,306.5
10/04/2014 19:00,0,4.38,50.85,9.11,194.9
10/04/2014 20:00,0,5.05,51.09,8.33,42.53
10/04/2014 21:00,0,5.35,53.24,7.88,2.47
10/04/2014 22:00,0,4.41,54.88,7.65,0
10/04/2014 23:00,0,4.03,55.38,7.47,0
11/04/2014 00:00,0,3.61,55.53,7.25,0
11/04/2014 01:00,0,3.67,55.32,7,0
11/04/2014 02:00,0,4.09,54.69,6.97,0
11/04/2014 03:00,0,3.97,54.2,6.79,0
11/04/2014 04:00,0,4.14,53.2,6.91,0
11/04/2014 05:00,0,3.1,52.29,7.21,0
11/04/2014 06:00,0,1.2,54.79,6.8,0
11/04/2014 07:00,0,1.37,53.25,6.92,1.71
11/04/2014 08:00,0,1.54,57.36,6.14,18.47
11/04/2014 09:00,0,1.49,56.15,6.37,86.45
11/04/2014 10:00,0,1.3,48.33,8.54,399.98
11/04/2014 11:00,0,2.99,43.39,10.29,603.73
11/04/2014 12:00,0,4.03,38.45,11.8,754.42
11/04/2014 13:00,0,4.35,35.38,13.05,870.75
11/04/2014 14:00,0,5.21,34.13,14.08,944.75
11/04/2014 15:00,0,4.13,34.7,14.41,702
11/04/2014 16:00,0,3.7,33.72,13.54,390
11/04/2014 17:00,0,2.97,35.96,12.91,214.68
11/04/2014 18:00,0,2.47,39.73,12.98,234.53
11/04/2014 19:00,0,3.02,36.03,12.34,118.78
11/04/2014 20:00,0,3.1,40.01,11.28,47.62
11/04/2014 21:00,0,3.04,49.16,9.69,2.81
11/04/2014 22:00,0,2.04,56.36,7.86,0
11/04/2014 23:00,0,1.92,65.03,6.8,0
12/04/2014 00:00,0,1.66,67.64,5.9,0
12/04/2014 01:00,0,1.69,73.32,5.07,0
12/04/2014 02:00,0,1.69,78.39,4.61,0
12/04/2014 03:00,0,1.86,78.62,4.15,0
12/04/2014 04:00,0,1.86,80.52,3.89,0
12/04/2014 05:00,0,1.62,78.51,3.82,0
12/04/2014 06:00,0,1.46,74.45,4.09,0
12/04/2014 07:00,0,2.23,66.94,4.48,1.82
12/04/2014 08:00,0,1.99,62.58,5.41,36.78
12/04/2014 09:00,0,1.1,66.3,6.13,82.88
12/04/2014 10:00,0,1.12,69.06,5.88,107.83
12/04/2014 11:00,0,0.84,70.18,6.06,246.22
12/04/2014 12:00,0,0.95,62.79,8.2,317.32
12/04/2014 13:00,0,2.24,61.71,8.52,165.28
12/04/2014 14:00,0,2.38,65.96,8.5,322.88
12/04/2014 15:00,0,2.47,59.9,9.77,503.52
12/04/2014 16:00,0,3.75,54.23,10.37,339.07
12/04/2014 17:00,0,2.94,52.15,9.98,314.85
12/04/2014 18:00,0,3.7,46.78,10.62,271.55
12/04/2014 19:00,0,3.83,48.76,10.41,239.5
12/04/2014 20:00,0,2.38,51.83,9.15,47.13
12/04/2014 21:00,0,2.73,60.16,7.78,2.87
12/04/2014 22:00,0,2.35,65.09,6.99,0
12/04/2014 23:00,0,1.75,65.41,6.91,0
13/04/2014 00:00,0,1.81,67.98,6.19,0
13/04/2014 01:00,0,1.36,68.03,6.63,0
13/04/2014 02:00,0,0.93,73.83,5.85,0
13/04/2014 03:00,0,0.95,76.91,5.26,0
13/04/2014 04:00,0,1.48,76.75,5.11,0
13/04/2014 05:00,0,1.27,75.23,5.38,0
13/04/2014 06:00,0,1.5,77.39,5.28,0
13/04/2014 07:00,0,1.84,79.09,5.02,1.28
13/04/2014 08:00,0,0.95,80.39,4.87,25.58
13/04/2014 09:00,0,1.06,73.08,5.65,80.61
13/04/2014 10:00,0,3.34,69.45,6,157.52
13/04/2014 11:00,0,3.51,66.56,6.3,195.47
13/04/2014 12:00,0,3.91,59.98,6.51,239.93
13/04/2014 13:00,0,4.27,52.2,8,459.68
13/04/2014 14:00,0,4.63,46.36,8.88,475.65
13/04/2014 15:00,0,4.9,44.42,9.54,602.4
13/04/2014 16:00,0,4.89,44.65,9.98,644.95
13/04/2014 17:00,0,4.35,42.09,9.8,423.1
13/04/2014 18:00,0,4.52,41.01,10.23,432.1
13/04/2014 19:00,0,4.45,41.08,10.36,304.82
13/04/2014 20:00,0,3.95,41.4,8.74,77.78
13/04/2014 21:00,0,3.54,43.65,7.38,3.92
13/04/2014 22:00,0,2.93,48.04,6.14,0
13/04/2014 23:00,0,2.93,49.73,5.45,0
14/04/2014 00:00,0,2.6,51.68,4.88,0
14/04/2014 01:00,0,2.59,55.05,4.16,0
14/04/2014 02:00,0,2.3,52.48,4.01,0
14/04/2014 03:00,0,2.79,54.52,3.96,0
14/04/2014 04:00,0,2.63,53.07,3.63,0
14/04/2014 05:00,0,2.69,56.39,3.52,0
14/04/2014 06:00,0,2.57,55.01,3.73,0
14/04/2014 07:00,0,2.8,55.34,3.93,2.47
14/04/2014 08:00,0,2.64,53.66,4,18.48
14/04/2014 09:00,0,2.34,51.83,4.53,135.36
14/04/2014 10:00,0,1.08,37.7,8.29,453.48
14/04/2014 11:00,0,2.23,30.13,10.44,621.3
14/04/2014 12:00,0,3.08,24.64,11.69,751.9
14/04/2014 13:00,0,4.47,23.73,12.58,832.75
14/04/2014 14:00,0,6.24,22.91,12.71,852.75
14/04/2014 15:00,0,5.83,23.66,12.65,818.55
14/04/2014 16:00,0,5.06,23.92,12.92,750.5
14/04/2014 17:00,0,5.78,23.53,12.7,639.73
14/04/2014 18:00,0,6.77,33.43,10.4,313.15
14/04/2014 19:00,0,3.88,40.52,8.31,83.52
14/04/2014 20:00,0,6.01,49.78,6.63,19.61
14/04/2014 21:00,0,6.76,41.5,6.23,3.3
14/04/2014 22:00,0,5.8,36.6,5.87,0
14/04/2014 23:00,0,6.72,56.38,3.96,0
15/04/2014 00:00,0,5.4,51.82,3.34,0
15/04/2014 01:00,0,6.41,54.06,2.61,0
15/04/2014 02:00,0,4.98,54.36,1.99,0
15/04/2014 03:00,0,5.76,51.48,1.51,0
15/04/2014 04:00,0,4.99,55.07,0.97,0
15/04/2014 05:00,0,4.08,52.43,0.64,0
15/04/2014 06:00,0,3.52,63.55,-0.14,0
15/04/2014 07:00,0,4.16,44.54,-0.12,2.9
15/04/2014 08:00,0,5.29,42.55,-0.58,19.96
15/04/2014 09:00,0,5.23,50.87,-1.3,74.31
15/04/2014 10:00,0,4.09,48.67,-1.18,157.64
15/04/2014 11:00,0,4.14,42.96,-0.16,313.88
15/04/2014 12:00,0,5.12,39.39,0.52,461.3
15/04/2014 13:00,0,5.2,36.73,1.62,716.05
15/04/2014 14:00,0,5.28,35.44,2.66,770.98
15/04/2014 15:00,0,4.99,34.69,3.17,949.25
15/04/2014 16:00,0,5.26,32.68,3.13,643
15/04/2014 17:00,0,4.95,34.91,2.54,438.27
15/04/2014 18:00,0,5.19,32.82,3.63,567.77
15/04/2014 19:00,0,4.84,35.73,1.36,159.07
15/04/2014 20:00,0,4.58,35.74,0.32,49.09
15/04/2014 21:00,0,3.15,40.4,-0.51,4.69
15/04/2014 22:00,0,3.28,46.98,-1.01,0
15/04/2014 23:00,0,4.93,52.07,-1.16,0
16/04/2014 00:00,0,4.62,52.4,-1.61,0
16/04/2014 01:00,0,1.75,51.94,-1.64,0
16/04/2014 02:00,0,1.88,58.32,-1.9,0
16/04/2014 03:00,0,1.24,60.12,-2.11,0
16/04/2014 04:00,0,1.63,68.16,-2.71,0
16/04/2014 05:00,0,1.57,56.06,-2.71,0
16/04/2014 06:00,0,4.79,54.4,-3.51,0
16/04/2014 07:00,0,3.99,49.46,-3.86,3.39
16/04/2014 08:00,0,2.67,47.48,-3.88,17.3
16/04/2014 09:00,0,1.19,45.99,-3.62,152.47
16/04/2014 10:00,0,1.75,38.46,-1.13,476.93
16/04/2014 11:00,0,2.06,37.03,0.54,643.5
16/04/2014 12:00,0,3.87,33.58,2.14,774.67
16/04/2014 13:00,0,3.83,34,3.95,857.25
16/04/2014 14:00,0,3.86,31.51,5.19,883.75
16/04/2014 15:00,0,4.65,28.28,6.3,855
16/04/2014 16:00,0,7.28,28.06,5.81,769.67
16/04/2014 17:00,0,7.47,32.5,5.3,635.2
16/04/2014 18:00,0,6.91,32.91,4.87,466.18
16/04/2014 19:00,0,6.52,33.5,4.29,278.93
16/04/2014 20:00,0,6.75,36.66,2.43,86.67
16/04/2014 21:00,0,5.7,38.71,0.89,4.86
16/04/2014 22:00,0,5.9,40.42,0.2,0
16/04/2014 23:00,0,5.49,40.52,-0.11,0
17/04/2014 00:00,0,4.74,41.65,-0.57,0
17/04/2014 01:00,0,2.99,43.46,-1.1,0
17/04/2014 02:00,0,1.59,45.6,-2.04,0
17/04/2014 03:00,0,1.73,46.84,-2.63,0
17/04/2014 04:00,0,2.03,45.34,-3.05,0
17/04/2014 05:00,0,2.36,44.34,-2.96,0
17/04/2014 06:00,0,2.21,42.75,-2.55,0
17/04/2014 07:00,0,2.2,43.8,-2.95,3.67
17/04/2014 08:00,0,1.96,42.62,-2.87,17.41
17/04/2014 09:00,0,1.68,40.33,-2.44,162.74
17/04/2014 10:00,0,1.38,33.71,0.8,485.07
17/04/2014 11:00,0,2.16,26.63,3.55,655.85
17/04/2014 12:00,0,2.89,23.01,6.19,786.75
17/04/2014 13:00,0,4.43,14.84,8.65,869.5
17/04/2014 14:00,0,4.54,14.98,9.85,895.5
17/04/2014 15:00,0,5.35,14.91,10.36,859.5
17/04/2014 16:00,0,5.86,13.83,10.66,772.52
17/04/2014 17:00,0,6.71,13.7,10.72,639.92
17/04/2014 18:00,0,5.63,14.02,10.93,463.55
17/04/2014 19:00,0,5.09,14.39,10.51,285.05
17/04/2014 20:00,0,4.68,16.01,9.12,95.49
17/04/2014 21:00,0,4.13,18.38,7.22,3.78
17/04/2014 22:00,0,1.85,22.27,5.54,0
17/04/2014 23:00,0,2.07,21.97,5.14,0
18/04/2014 00:00,0,4.15,20.26,6.25,0
18/04/2014 01:00,0,5.01,21.3,6.56,0
18/04/2014 02:00,0,2.7,23.99,5.64,0
18/04/2014 03:00,0,2.6,24.88,4.57,0
18/04/2014 04:00,0,2.21,27.15,2.83,0
18/04/2014 05:00,0,1.84,27.18,2.76,0
18/04/2014 06:00,0,2.25,24.92,2.31,0
18/04/2014 07:00,0,2.01,21.73,3,4.86
18/04/2014 08:00,0,1.89,21.11,3.54,36.45
18/04/2014 09:00,0,0.96,18.48,5.7,112.4
18/04/2014 10:00,0,0.79,19.05,7.07,164.3
18/04/2014 11:00,0,2.08,23.32,7.69,260.68
18/04/2014 12:00,0,2.82,26.09,8.31,363.85
18/04/2014 13:00,0,2.67,30.76,8.91,480.85
18/04/2014 14:00,0,3.33,36.51,7.38,194.47
18/04/2014 15:00,0,1.93,48.03,6.22,193.5
18/04/2014 16:00,0,1.93,51.29,6.11,199.8
18/04/2014 17:00,0,2.32,55.05,6.32,228.3
18/04/2014 18:00,0,2.26,62.3,5.3,167.85
18/04/2014 19:00,0,2.11,71.1,4.5,80.87
18/04/2014 20:00,0,0.72,84.9,3.3,38.08
18/04/2014 21:00,0,0.43,87.33,2.62,4.43
18/04/2014 22:00,0,1.5,91.55,2.09,0
18/04/2014 23:00,0,1.85,98.92,1.31,0
19/04/2014 00:00,0,1.8,99.53,0.2,0
19/04/2014 01:00,0,0.18,100,-0.54,0
19/04/2014 02:00,0,1.33,100,-1.32,0
19/04/2014 03:00,0,1.13,99.97,-1.87,0
19/04/2014 04:00,0,0.13,100,-2.16,0
19/04/2014 05:00,0,0.02,100,-2.27,0
19/04/2014 06:00,0,0.02,100,-2.31,0
19/04/2014 07:00,0,0,100,-2.35,1.73
19/04/2014 08:00,0,0.02,100,-1.88,17.06
19/04/2014 09:00,0,0,100,-1.36,26.59
19/04/2014 10:00,0,0.14,98.7,-0.47,68.62
19/04/2014 11:00,0,0.8,96.38,0.3,204.57
19/04/2014 12:00,0.8,0.87,97.35,0.24,280.35
19/04/2014 13:00,1.2,1.15,99.2,0.53,245
19/04/2014 14:00,0.7,1.62,100,0.75,180.43
19/04/2014 15:00,1.1,1.76,100,1.61,200.28
19/04/2014 16:00,0.9,1.73,100,2.12,132.57
19/04/2014 17:00,0.4,1.23,100,2.56,79.93
19/04/2014 18:00,0,1.74,100,3.08,108.96
19/04/2014 19:00,0,1.29,100,3.33,92.03
19/04/2014 20:00,0,1.23,100,3.28,40.92
19/04/2014 21:00,0,1.18,98.12,3.01,4.6
19/04/2014 22:00,0,1.23,98.45,2.66,0
19/04/2014 23:00,0,1.87,98.25,2.44,0
20/04/2014 00:00,0,2,98.62,2.1,0
20/04/2014 01:00,0,2.2,97.25,1.92,0
20/04/2014 02:00,0,2.43,98.05,1.7,0
20/04/2014 03:00,0,2.24,97.25,1.54,0
20/04/2014 04:00,0,2.1,96.78,1.42,0
20/04/2014 05:00,0,2.58,97.05,1.42,0
20/04/2014 06:00,0,2.23,96.08,1.38,0
20/04/2014 07:00,0,2.2,95.55,1.32,4.58
20/04/2014 08:00,0,2.36,92.6,1.56,20.5
20/04/2014 09:00,0,2.27,90.42,2.2,179.6
20/04/2014 10:00,0,1.23,83.98,4.72,481.95
20/04/2014 11:00,0,1.63,85.42,5.72,648
20/04/2014 12:00,0,2.04,78.6,6.51,776.88
20/04/2014 13:00,0,2.84,71.5,8.06,862.25
20/04/2014 14:00,0,3.21,66.08,9.47,847.88
20/04/2014 15:00,0,4.48,50.79,11.03,703.3
20/04/2014 16:00,0,5.11,49.57,12.16,797.65
20/04/2014 17:00,0,3.84,52.59,11.08,370.68
20/04/2014 18:00,0,2.9,60.03,10.28,318.75
20/04/2014 19:00,0,2.55,74,8.89,184.35
20/04/2014 20:00,0,2.32,77.81,7.72,73.44
20/04/2014 21:00,0,1.77,84.45,6.3,4.49
20/04/2014 22:00,0,1.67,90.8,5.46,0
20/04/2014 23:00,0,1.55,96.95,4.65,0
21/04/2014 00:00,0,1.11,100,4.2,0
21/04/2014 01:00,0,0.96,99.97,4.02,0
21/04/2014 02:00,0,0.82,100,3.75,0
21/04/2014 03:00,0,0.94,100,3.55,0
21/04/2014 04:00,0,1.37,100,3.39,0
21/04/2014 05:00,0,1.32,100,3.22,0
21/04/2014 06:00,0.4,1.19,100,2.92,0
21/04/2014 07:00,0.8,1.14,100,2.7,1.36
21/04/2014 08:00,0.8,1.13,100,2.46,7.93
21/04/2014 09:00,0.3,1.67,100,2.44,22.74
21/04/2014 10:00,0.1,1.48,100,2.61,20.16
21/04/2014 11:00,0.1,1.25,100,2.92,38.32
21/04/2014 12:00,0,1.82,100,3.39,61.11
21/04/2014 13:00,0,2.23,100,3.96,140
21/04/2014 14:00,0,2.73,98,4.32,147.1
21/04/2014 15:00,0,2.17,93.38,4.85,152.93
21/04/2014 16:00,0,1.83,92.55,4.98,107.03
21/04/2014 17:00,0.2,2.54,98.55,4.21,75.9
21/04/2014 18:00,0.9,1.43,100,3.64,31.23
21/04/2014 19:00,0.3,0.98,100,3.41,18.36
21/04/2014 20:00,0.1,0.84,100,3.34,8.27
21/04/2014 21:00,0,1.01,100,3.32,1.25
21/04/2014 22:00,0.2,0.9,100,3.22,0
21/04/2014 23:00,0.1,1.05,100,3.17,0
22/04/2014 00:00,0.1,0.63,100,3.13,0
22/04/2014 01:00,0.5,0.36,100,3.15,0
22/04/2014 02:00,0,0.2,100,3.13,0
22/04/2014 03:00,0,0.13,100,3.24,0
22/04/2014 04:00,0,0.04,100,3.23,0
22/04/2014 05:00,0,0.17,100,3.21,0
22/04/2014 06:00,0,0.1,100,3.09,0
22/04/2014 07:00,0,0.33,100,2.98,2.27
22/04/2014 08:00,0,0.02,100,3.25,19.79
22/04/2014 09:00,0,0.08,100,3.5,55.47
22/04/2014 10:00,0,0.12,97.07,4,146.9
22/04/2014 11:00,0,0.44,95.88,5.14,442.82
22/04/2014 12:00,0,1.13,80.37,6.94,640.73
22/04/2014 13:00,0,2.22,68.2,9.69,926.25
22/04/2014 14:00,0,2.84,59.22,10.43,695.9
22/04/2014 15:00,0,3.45,55.62,11.41,833.15
22/04/2014 16:00,0.1,3.33,50.23,11.38,635.85
22/04/2014 17:00,0,3.46,47.85,12.41,648.62
22/04/2014 18:00,0,3.9,46.7,12.8,503.5
22/04/2014 19:00,0,3.64,50.56,12.31,322.48
22/04/2014 20:00,0,1.79,58.83,10.27,116.91
22/04/2014 21:00,0,1.8,71,7.83,7.19
22/04/2014 22:00,0,2.26,77.67,6.17,0
22/04/2014 23:00,0,1.83,79.38,6.18,0
23/04/2014 00:00,0,1.46,80.36,6.27,0
23/04/2014 01:00,0,1.7,82.5,5.74,0
23/04/2014 02:00,0,1.77,83.7,5.42,0
23/04/2014 03:00,0,1.29,83.75,5.8,0
23/04/2014 04:00,0,1.45,85.6,5.46,0
23/04/2014 05:00,0,1.75,86.85,5.2,0
23/04/2014 06:00,0,1.96,88.58,4.73,0
23/04/2014 07:00,0,2.29,87.53,4.1,5.49
23/04/2014 08:00,0,2.2,86.42,4.34,19.7
23/04/2014 09:00,0,1.75,82.2,5.19,202.44
23/04/2014 10:00,0,0.61,67.9,8.75,502.52
23/04/2014 11:00,0,0.71,66.92,9.35,330.88
23/04/2014 12:00,0,1.23,55.16,11.06,394.77
23/04/2014 13:00,0,1.37,49.59,11.37,324.75
23/04/2014 14:00,0,1.64,46.9,11.88,340.9
23/04/2014 15:00,0,1.81,42.04,12.7,425.68
23/04/2014 16:00,0,1.52,39.15,12.61,243.05
23/04/2014 17:00,0,1.86,35.23,14.01,482.27
23/04/2014 18:00,0,2.15,36.69,13.69,330.6
23/04/2014 19:00,0,1.36,39.44,13.15,171.7
23/04/2014 20:00,0.8,3.85,62.16,10.51,105.06
23/04/2014 21:00,0.1,2.99,77.31,7.6,9.97
23/04/2014 22:00,0,2.62,79.15,7.25,0
23/04/2014 23:00,0,2.08,78.56,7.26,0
24/04/2014 00:00,0,2.05,80.94,6.47,0
24/04/2014 01:00,0,2.42,79.86,6.08,0
24/04/2014 02:00,0,2.34,76.3,6.18,0
24/04/2014 03:00,0,2.09,76.46,6.38,0
24/04/2014 04:00,0,2.53,76.1,5.67,0
24/04/2014 05:00,0,2.85,75.7,4.98,0
24/04/2014 06:00,0,2.67,74.87,5.13,0
24/04/2014 07:00,0,2.76,75.14,4.96,5.12
24/04/2014 08:00,0,2.61,74.73,4.96,19.9
24/04/2014 09:00,0,2.19,71.26,6.03,208.92
24/04/2014 10:00,0,1.5,57.39,9.61,502.48
24/04/2014 11:00,0,2.03,43.8,11.72,673.48
24/04/2014 12:00,0,2.31,41.94,13.04,825.52
24/04/2014 13:00,0,3.18,35.53,14.14,952.25
24/04/2014 14:00,0,3.06,32.58,14.89,1035
24/04/2014 15:00,0,3.12,32.45,15.79,1018.75
24/04/2014 16:00,0,2.96,33.59,15.1,571.73
24/04/2014 17:00,0,2.26,32.79,14.84,352.73
24/04/2014 18:00,0,3.11,37.08,14.5,504.68
24/04/2014 19:00,0,2.7,34.42,15.13,379.02
24/04/2014 20:00,0,1.99,37.04,14.04,152.26
24/04/2014 21:00,0,1.96,48.58,10.78,8.3
24/04/2014 22:00,0,2.44,52.41,9.32,0
24/04/2014 23:00,0,2.14,54.25,8.61,0
25/04/2014 00:00,0,2.27,58.28,7.9,0
25/04/2014 01:00,0,2.16,60.29,7.34,0
25/04/2014 02:00,0,2.52,64.26,6.74,0
25/04/2014 03:00,0,2.49,68.05,6.18,0
25/04/2014 04:00,0,2.27,68.24,6.45,0
25/04/2014 05:00,0,1.76,71.47,6.23,0
25/04/2014 06:00,0,1.68,73.48,5.84,0
25/04/2014 07:00,0,2.26,77.36,5.05,9.75
25/04/2014 08:00,0,1.68,77.64,5.53,38.72
25/04/2014 09:00,0,0.82,75.82,6.98,221.37
25/04/2014 10:00,0,0.66,64.19,9.39,449.32
25/04/2014 11:00,0,1.66,59.85,10.6,650.75
25/04/2014 12:00,0,2.34,59.09,11.93,764.12
25/04/2014 13:00,0,2.1,55.31,12.73,607.12
25/04/2014 14:00,0,3.89,45.09,15.01,972.75
25/04/2014 15:00,0,2.44,39.52,14.4,457.35
25/04/2014 16:00,0,3.78,42.84,15.35,587.52
25/04/2014 17:00,0,3.02,39.43,14.96,425.38
25/04/2014 18:00,0,2.73,40.41,14.91,334.95
25/04/2014 19:00,0,1.43,40.16,13.85,105.71
25/04/2014 20:00,0,0.79,47.79,12.83,70.36
25/04/2014 21:00,0,1.88,57.5,10.98,11.05
25/04/2014 22:00,0,1.63,60.64,10.32,0
25/04/2014 23:00,0,1.49,64.92,9.79,0
26/04/2014 00:00,0,1.64,70.19,8.94,0
26/04/2014 01:00,0,1.91,73.41,8.33,0
26/04/2014 02:00,0,1.99,76.16,7.77,0
26/04/2014 03:00,0,1.91,76.63,7.92,0
26/04/2014 04:00,0,1.88,77,7.7,0
26/04/2014 05:00,0,1.91,77.17,7.52,0
26/04/2014 06:00,0,1.98,76.91,7.42,0
26/04/2014 07:00,0,2.15,76.97,6.99,7.59
26/04/2014 08:00,0,1.92,74.2,7.38,45.25
26/04/2014 09:00,0,1.62,73,8,206.69
26/04/2014 10:00,0,0.99,61.29,10.97,499.42
26/04/2014 11:00,0,1.77,56.48,12.41,636.65
26/04/2014 12:00,0,0.95,53.22,11.97,263.6
26/04/2014 13:00,0,2.42,46.59,14.22,769.05
26/04/2014 14:00,0,4.18,42.13,15.79,1020
26/04/2014 15:00,0,3.71,42.23,14.83,549.8
26/04/2014 16:00,0,3.49,43.19,15.53,784.95
26/04/2014 17:00,0,3.15,42.25,14.99,471.1
26/04/2014 18:00,0,2.64,44.47,14.25,291.1
26/04/2014 19:00,0,1.93,50.58,13.15,107.42
26/04/2014 20:00,0,3.17,71.42,10.81,76.12
26/04/2014 21:00,0,3.27,77.06,9.35,9.66
26/04/2014 22:00,0,2.53,79.28,8.78,0
26/04/2014 23:00,0,1.51,83.65,8.26,0
27/04/2014 00:00,0,1.59,86.78,7.7,0
27/04/2014 01:00,0,1.04,89.28,7.24,0
27/04/2014 02:00,0,0.26,92.25,7.2,0
27/04/2014 03:00,0,0.15,94.05,7,0
27/04/2014 04:00,0.2,0.36,98.67,6.49,0
27/04/2014 05:00,0.1,0.86,100,6.03,0
27/04/2014 06:00,2,0.87,100,5.95,0
27/04/2014 07:00,2.3,1.15,100,5.88,1.48
27/04/2014 08:00,0.1,2.31,100,5.67,8.3
27/04/2014 09:00,0.7,1.81,100,5.49,20.12
27/04/2014 10:00,1.7,1.58,100,5.29,22.37
27/04/2014 11:00,0.5,0.87,100,5.25,35.3
27/04/2014 12:00,1.1,1.08,100,5.03,69.89
27/04/2014 13:00,0.2,1.2,100,5.12,127.74
27/04/2014 14:00,1.1,1.45,100,5,93.7
27/04/2014 15:00,0.3,1.6,100,5.5,227.38
27/04/2014 16:00,0.4,1.52,100,5.12,60.02
27/04/2014 17:00,0.8,1.38,100,5,60.46
27/04/2014 18:00,0.7,1.71,100,5,70.27
27/04/2014 19:00,1,0.59,100,4.7,36.03
27/04/2014 20:00,0.8,0.16,100,4.7,22.23
27/04/2014 21:00,0.8,0.04,100,4.58,2.98
27/04/2014 22:00,0.1,0.73,100,4.35,0
27/04/2014 23:00,0.1,0.35,100,3.91,0
28/04/2014 00:00,0.1,0.29,100,3.48,0
28/04/2014 01:00,0.2,0.77,100,3.33,0
28/04/2014 02:00,0.3,1.02,99.67,3.12,0
28/04/2014 03:00,0,1.12,96.62,3.18,0
28/04/2014 04:00,0.1,1.21,97.7,3.16,0
28/04/2014 05:00,0,0.92,98.2,3.06,0
28/04/2014 06:00,0,1.07,97.35,2.86,0
28/04/2014 07:00,0.3,1.01,96.42,3.05,6.91
28/04/2014 08:00,0.4,0.27,98.25,2.93,31.95
28/04/2014 09:00,0.3,0.17,99.2,3.06,60.46
28/04/2014 10:00,0.3,0.18,98.05,3.23,80.04
28/04/2014 11:00,0.3,0.6,100,3.38,98.44
28/04/2014 12:00,0.5,0.85,99.95,3.95,158.53
28/04/2014 13:00,0.1,1.6,96.7,4.8,231.28
28/04/2014 14:00,0.9,1.08,95.45,4.78,193.57
28/04/2014 15:00,0.1,0.62,96.93,5.22,189.78
28/04/2014 16:00,0.1,1.28,99.95,5.95,278.55
28/04/2014 17:00,0.3,0.65,97.75,6.15,143.78
28/04/2014 18:00,0.5,0.64,98.72,5.73,136.88
28/04/2014 19:00,0,0.39,98.55,5.81,87.48
28/04/2014 20:00,0.3,0.23,98.53,5.83,42.09
28/04/2014 21:00,0.6,0.64,99.28,5.48,6.22
28/04/2014 22:00,1.1,0.9,99.4,5.27,0
28/04/2014 23:00,0.3,1.09,98.95,5.1,0
29/04/2014 00:00,0.4,1.45,99.08,4.87,0
29/04/2014 01:00,0.2,1.16,99.03,4.66,0
29/04/2014 02:00,0.8,0.9,99.95,4.46,0
29/04/2014 03:00,0.3,0.86,98.42,4.36,0
29/04/2014 04:00,0,1.25,97.53,4.2,0
29/04/2014 05:00,0,1.52,98.17,4.15,0
29/04/2014 06:00,0,1.98,98.4,3.68,0
29/04/2014 07:00,0,2,98.38,3.86,11
29/04/2014 08:00,0,1.52,95.83,4.57,63.55
29/04/2014 09:00,0,1.41,94.6,5.03,248.92
29/04/2014 10:00,0,1.05,82.08,7.3,404.73
29/04/2014 11:00,0,1.33,67.26,9.3,646.2
29/04/2014 12:00,0,1.22,62.07,9.82,514.85
29/04/2014 13:00,0,1.91,54.84,11.13,671.17
29/04/2014 14:00,0,2.59,51.27,12.12,691.95
29/04/2014 15:00,0,2.99,50.55,13.52,890.12
29/04/2014 16:00,0,3.42,48.03,13.56,992.5
29/04/2014 17:00,0,4.22,49.59,12.42,668.88
29/04/2014 18:00,0,2.56,50.78,12.53,358.8
29/04/2014 19:00,0,2.68,66.23,9.59,25.37
29/04/2014 20:00,1,2.08,89.47,6.48,11.59
29/04/2014 21:00,0.7,2.4,93.65,5.6,2.87
29/04/2014 22:00,0.5,1.83,96.18,5.43,0
29/04/2014 23:00,0.2,1.65,95.28,5.28,0
30/04/2014 00:00,0.2,0.64,96.42,4.92,0
30/04/2014 01:00,0,0.47,98.62,4.62,0
30/04/2014 02:00,0,0.2,99.33,4.6,0
30/04/2014 03:00,0.1,0.34,100,4.59,0
30/04/2014 04:00,0.1,0.34,100,4.4,0
30/04/2014 05:00,0,0.16,100,4.16,0
30/04/2014 06:00,0.2,0.21,99.5,4.13,0
30/04/2014 07:00,0.9,0.97,100,4.1,2.61
30/04/2014 08:00,0.6,1.36,100,3.73,7.5
